episode_id,shot_id,selected_candidate,candidate_count,independent_candidate_count,rejected_candidates,decision_record,formal_file,width,height,formal_sha256,preview_file,preview_sha256,documentation_status
HC20260810-003,S01,base/S01-candidate-B.png,2,2,_rejected/S01-candidate-A.png,2026-08-14逐图复核：入选B的人脸、发型与米色开衫/蓝色上衣符合角色参考，人物稳定落座并注视已分好的个人盘，双手完整置于桌面；前景1个公用盘、1把公勺和1个个人盘使“加过一次后停看”清楚。淘汰A仍以双手扶/推个人盘，更像继续移盘而非停看。两图手指与餐具数量可辨，未见文字、Logo、水印、纸笔本或医疗器械；9:16主体和上下字幕安全区有余量。,HC20260810-003-v01-S01-firstframe.png,1080,1920,32fad8b746573df906464e3acbc66adcf5a7e4d04c5a56cd10d828bcc4b6a358,storyboard_with_copy/HC20260810-003-v01-S01-storyboard-with-copy.png,a22f6396a8bdefda763b2d80b060f50afc2c5c2af4fba25e0e99401f238f2e35,paths-hashes-and-candidate-visuals-verified
HC20260810-003,S02,base/S02-candidate-A.png,2,2,_rejected/S02-candidate-B.png,2026-08-14逐图复核：本镜为手部特写，人脸一致性不适用，衣袖色调与参考角色相符；入选A中1只手握公勺且勺头已贴近桌面公用盘旁，后方个人盘保留“把公勺放回”的空间关系。淘汰B裁切更紧，个人盘与用餐上下文基本丢失，放回还是拿起不如A清楚。两图均为1手1勺，未见手指增减、文字、Logo、水印、纸笔本或医疗器械；关键手勺位于9:16安全区。,HC20260810-003-v01-S02-firstframe.png,1080,1920,05309d5c341f121a8c0a400f17f748bf1457bbecc3f36168632e841103c1d080,storyboard_with_copy/HC20260810-003-v01-S02-storyboard-with-copy.png,84e045c5e316e7e55b3f7faf29a93c5ec6225bd92437b182b0b647e2da6ac3fa,paths-hashes-and-candidate-visuals-verified
HC20260810-003,S03,base/S03-candidate-C-v02-selected-source.png,4,4,_rejected/S03-candidate-A-retired-chart-like.png|_rejected/S03-candidate-B.png|_rejected/S03-candidate-D-v02-rejected-layout.png,C版为无字左右静物对照且左为空碗右为添加后的同风格餐盘；A版因图表式抽象淘汰，B版历史理由未记录，D版因上下布局不符合左右对照淘汰,HC20260810-003-v01-S03-firstframe.png,1080,1920,301d09376129abe9858ac34f48e9f35683347f214d80de4dee8ada08f87e34db,storyboard_with_copy/HC20260810-003-v01-S03-storyboard-with-copy.png,92514abc0dd8681e750a47b59a0151c065c53d9b528393977a41380b3eb037fc,paths-hashes-and-visuals-verified
HC20260810-003,S04,base/S04-candidate-B.png,2,2,_rejected/S04-candidate-A.png,2026-08-14逐图复核：入选B的人物脸发服装符合参考，持叉手完整且叉子悬停在个人盘上方、未接触食物，另一手平放，能读成“伸手后停住”。淘汰A的叉尖已指向/接触食物，更像继续进食，且前景另有1把桌面勺，动作焦点较散。两图肢体与餐具数量可辨，未见文字、Logo、水印、纸笔本或医疗器械；入选B的脸、手、盘均在9:16安全区。,HC20260810-003-v01-S04-firstframe.png,1080,1920,06a0cca336f9c9ac43b082c507c23b0088adabd85a5cc4cbc7cfda418f2fff45,storyboard_with_copy/HC20260810-003-v01-S04-storyboard-with-copy.png,46801752c351b2658a36492ac90b0aa26a47312d235d4e31b3f2383d0ee53cc2,paths-hashes-and-candidate-visuals-verified
HC20260810-003,S05,base/S05-candidate-A.png,1,1,,historical qualitative selection/rejection reason not recorded in existing artifacts; no reason inferred during closeout,HC20260810-003-v01-S05-firstframe.png,1080,1920,802b42cc210425d087f335882ea36a37f8a26e2281304e26ccd208dc4105e960,storyboard_with_copy/HC20260810-003-v01-S05-storyboard-with-copy.png,bada98eab839cebeccdfef79840c41d68978c7ca7b3365fb3321c071b4964145,paths-and-hashes-verified; historical-reason-not-asserted
HC20260810-003,S06,base/S06-candidate-B.png,2,2,_rejected/S06-candidate-A.png,2026-08-14逐图复核：入选B以1把公勺盛少量食物悬于空的个人盘上方，公用盘在左侧，露出的手掌/手指自然，“下一餐先少盛、再放下”的起始动作更清楚。淘汰A的个人盘已装有食物且勺中还在追加，更像继续加量。该手部镜头不以人脸判一致性；两图餐具数量可辨，未见文字、Logo、水印、纸笔本或医疗器械，关键物件位于9:16安全区。,HC20260810-003-v01-S06-firstframe.png,1080,1920,62d9fee71a209ce1cea3e39061749507a0c296454589c7f4a294f18b3e859ee2,storyboard_with_copy/HC20260810-003-v01-S06-storyboard-with-copy.png,e9a95df4da1242768b6ab0c06c6a1cc1a68a2101f212345708179b372c899e3e,paths-hashes-and-candidate-visuals-verified
HC20260810-003,S07,base/S07-candidate-E-v02.png,5,5,_rejected/S07-candidate-A-retired-baseline-risk.png|_rejected/S07-candidate-B-rejected-curve-risk.png|_rejected/S07-candidate-C-rejected-device-risk.png|_rejected/S07-candidate-D-rejected-system-consistency.png,E版由可编辑SVG确定性渲染为开放C形餐盘并在右侧配置短筷子与浅桃餐匙以强化餐桌语义；A版基线半圆风险，B版曲线风险，C版设备风险，D版系统一致性不足,HC20260810-003-v01-S07-firstframe.png,1080,1920,4b00b7752cae6bd2d3e9b8b921148a8e74e17642b7691894bea50460b5b80515,storyboard_with_copy/HC20260810-003-v01-S07-storyboard-with-copy.png,7654749d1cfa8fb0f75d64b6cb19795da32ab52d81fac972ec3196075937163b,paths-hashes-and-visuals-verified
HC20260810-003,S08,base/S08-candidate-A.png,2,2,_rejected/S08-candidate-B-rejected-continuity.png,rejected reason(s) recorded in filenames: continuity,HC20260810-003-v01-S08-firstframe.png,1080,1920,aaaca833b87a55a4c4f8086ded09f959fa0e2730f07c8ccad4912d81eb976217,storyboard_with_copy/HC20260810-003-v01-S08-storyboard-with-copy.png,6236ec8d1c9a42528f991a9f8035a4005fcfa95bda23f531a682aa06fc0cade4,paths-and-hashes-verified; historical-reason-not-asserted
HC20260810-003,S09,base/S09-candidate-C.png,3,3,_rejected/S09-candidate-A.png|_rejected/S09-candidate-B.png,2026-08-14逐图复核：入选C的人物脸发服装符合参考，叉子已经平放在盘边，人物扶椅中段起身，双脚与双手完整，能同时读到“放下餐具→离席”。淘汰A的手仍伸向/触及叉子，可能被读成拿起；淘汰B已完全站直且双手离桌，放下再起身的过渡证据较弱。三图均为单人、单套餐盘餐具，无明显肢体增减或禁项；C的动作主体位于9:16安全区。,HC20260810-003-v01-S09-firstframe.png,1080,1920,bff8a986fb10938fe4f58d16c29ddc13e1d8ff6e92e3883da0cad3f99f4ec611,storyboard_with_copy/HC20260810-003-v01-S09-storyboard-with-copy.png,b4d0285c7d8c1c95d19a9f8d3088f5ff86e015aadcc811736109b4ade5eff761,paths-hashes-and-candidate-visuals-verified
HC20260810-003,S10,base/S10-candidate-A.png,3,3,_rejected/S10-candidate-B-rejected-device-risk.png|_rejected/S10-candidate-C-rejected-system-consistency.png,rejected reason(s) recorded in filenames: device-risk|system-consistency,HC20260810-003-v01-S10-firstframe.png,1080,1920,c2a5f88d4c681ebf5a373561823705b7109c68faaf63374686c1bbcd91ee1f47,storyboard_with_copy/HC20260810-003-v01-S10-storyboard-with-copy.png,d7dba187c5919be0bf3778db1f849607bf150fc2e41ce02cbeeaccbe5d9d852e,paths-and-hashes-verified; historical-reason-not-asserted
