batch_id,content_id,version,shot,source_path,copy_path,bytes,sha256,prompt_path,prompt_sha256,timeline_start,timeline_end,generation_mode,minimum_grok_source_seconds,output_template,storyboard_sha256,episode_qa_sha256,batch_qa_sha256
HB20260810,HC20260810-010,v01,S01,09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S01-firstframe.png,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-010-v01-S01-firstframe.png,1671119,fa3fc013426f3ca11f9fde3b943d91655d00a4fb4820dc329274f1b142424a7e,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-010-v01-S01-prompt-zh-en.txt,fe24b1ac43a308931fcca2aa88a438903f369b96c2ca75c1e643343888a5dcd5,00.00,04.00,deterministic_post,0.00,09_泛健康日更/work/HC20260810-010/production/v01/06_edit/01_rough_cut/HC20260810-010-v01-S01-deterministic-post.mp4,6c87aca7f2dc8e9a2ba267fd92be9bc24b787c6f5d747d71d972ea556bb35cf1,4030d741549903b3dd2b37c2c471b0158001a342aef7af4d65fd26fe76010887,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-010,v01,S02,09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S02-firstframe.png,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-010-v01-S02-firstframe.png,2299723,594b0065fbbbbc7869e7aa31f758b04b83177a60323d1fca75b9a7a5c5cad0c1,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-010-v01-S02-prompt-zh-en.txt,65bce3ee2908211b0c16de7bf0f26aa86f71b00905aae18fe67172bfcebb9456,04.00,09.30,grok_manual,5.30,09_泛健康日更/work/HC20260810-010/production/v01/05_grok_videos/01_raw/HC20260810-010-v01-S02-takeNN.mp4,6c87aca7f2dc8e9a2ba267fd92be9bc24b787c6f5d747d71d972ea556bb35cf1,4030d741549903b3dd2b37c2c471b0158001a342aef7af4d65fd26fe76010887,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-010,v01,S03,09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S03-firstframe.png,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-010-v01-S03-firstframe.png,1547792,5ec322b7b2feb1cec215a656a5acd514c10b1a2db569273f87971fc4d74464c0,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-010-v01-S03-prompt-zh-en.txt,e3935379f3273ea4aa504e221b0284f1da527775924988189f8b5f8c53a80af7,09.30,15.00,deterministic_post,0.00,09_泛健康日更/work/HC20260810-010/production/v01/06_edit/01_rough_cut/HC20260810-010-v01-S03-deterministic-post.mp4,6c87aca7f2dc8e9a2ba267fd92be9bc24b787c6f5d747d71d972ea556bb35cf1,4030d741549903b3dd2b37c2c471b0158001a342aef7af4d65fd26fe76010887,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-010,v01,S04,09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S04-firstframe.png,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-010-v01-S04-firstframe.png,2021064,8eec1b6dbbaa62c6f3d9109028124f9a93fbcd4d07ace5391b900ad9cb15ff78,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-010-v01-S04-prompt-zh-en.txt,1b2c607f0660d7e23bbb0eccfa3a2228b8bf9c995b9074547ea639e4f21c8a11,15.00,20.70,grok_manual,5.70,09_泛健康日更/work/HC20260810-010/production/v01/05_grok_videos/01_raw/HC20260810-010-v01-S04-takeNN.mp4,6c87aca7f2dc8e9a2ba267fd92be9bc24b787c6f5d747d71d972ea556bb35cf1,4030d741549903b3dd2b37c2c471b0158001a342aef7af4d65fd26fe76010887,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-010,v01,S05,09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S05-firstframe.png,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-010-v01-S05-firstframe.png,1893845,9d966931dde8e51774459f557e79c402888f9959826b4bc149bbd47ca1553d44,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-010-v01-S05-prompt-zh-en.txt,8d83c6c6c4a700a462ae95f41e45971e2b5a5fd8cb115b9fd39e3e6c7f7afacb,20.70,26.40,grok_manual,5.70,09_泛健康日更/work/HC20260810-010/production/v01/05_grok_videos/01_raw/HC20260810-010-v01-S05A-takeNN.mp4|09_泛健康日更/work/HC20260810-010/production/v01/05_grok_videos/01_raw/HC20260810-010-v01-S05B-takeNN.mp4,6c87aca7f2dc8e9a2ba267fd92be9bc24b787c6f5d747d71d972ea556bb35cf1,4030d741549903b3dd2b37c2c471b0158001a342aef7af4d65fd26fe76010887,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-010,v01,S06,09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S06-firstframe.png,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-010-v01-S06-firstframe.png,2050348,6132c3cf3daeb2404c80e5054de3efed11d42a840d5c5d10971923bd67e713ef,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-010-v01-S06-prompt-zh-en.txt,86d98c1adce5ec3fdbc3871f094a4e434981401b051e182bd416e050be6c882d,26.40,32.10,deterministic_post,0.00,09_泛健康日更/work/HC20260810-010/production/v01/06_edit/01_rough_cut/HC20260810-010-v01-S06-deterministic-post.mp4,6c87aca7f2dc8e9a2ba267fd92be9bc24b787c6f5d747d71d972ea556bb35cf1,4030d741549903b3dd2b37c2c471b0158001a342aef7af4d65fd26fe76010887,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-010,v01,S07,09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S07-firstframe.png,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-010-v01-S07-firstframe.png,1714968,63898baefb20187b17e2a7c51e04f9673d689355ea521dc0d98b27495fec4fc2,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-010-v01-S07-prompt-zh-en.txt,84340f5ed1760a058357b3bc472d1c41f242e9c4abfd975f7b5d2136afe323f7,32.10,37.80,deterministic_post,0.00,09_泛健康日更/work/HC20260810-010/production/v01/06_edit/01_rough_cut/HC20260810-010-v01-S07-deterministic-post.mp4,6c87aca7f2dc8e9a2ba267fd92be9bc24b787c6f5d747d71d972ea556bb35cf1,4030d741549903b3dd2b37c2c471b0158001a342aef7af4d65fd26fe76010887,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-010,v01,S08,09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S08-firstframe.png,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-010-v01-S08-firstframe.png,1905149,8fa77c5df83c0d313e3a49bc9bfc634753a9fe6dc0bab6b68294ac53579c8d6e,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-010-v01-S08-prompt-zh-en.txt,ab1ba646270a80413c503062a06024293ab9c75a8ce08f271c6e0243b597103e,37.80,43.50,grok_manual,5.70,09_泛健康日更/work/HC20260810-010/production/v01/05_grok_videos/01_raw/HC20260810-010-v01-S08-takeNN.mp4,6c87aca7f2dc8e9a2ba267fd92be9bc24b787c6f5d747d71d972ea556bb35cf1,4030d741549903b3dd2b37c2c471b0158001a342aef7af4d65fd26fe76010887,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-010,v01,S09,09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S09-firstframe.png,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-010-v01-S09-firstframe.png,2008447,806b7b7abb78a053c2c3543c1e66a8475d7d81abacad7b05ff7ee436c76e031e,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-010-v01-S09-prompt-zh-en.txt,b93d64909890f33ac2dd464ba61674cdc777c0c4bdeaf76d1e22bbf0a947c3ee,43.50,50.20,deterministic_post,0.00,09_泛健康日更/work/HC20260810-010/production/v01/06_edit/01_rough_cut/HC20260810-010-v01-S09-deterministic-post.mp4,6c87aca7f2dc8e9a2ba267fd92be9bc24b787c6f5d747d71d972ea556bb35cf1,4030d741549903b3dd2b37c2c471b0158001a342aef7af4d65fd26fe76010887,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-010,v01,S10,09_泛健康日更/work/HC20260810-010/production/v01/03_first_frames/HC20260810-010-v01-S10-firstframe.png,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-010-v01-S10-firstframe.png,2036264,e77ea8650f7b03ed5dbf3b924fa356f9b056b6aaca65894f60c177d3b8ec13b1,09_泛健康日更/work/HC20260810-010/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-010-v01-S10-prompt-zh-en.txt,3eb1e65cef235199c3e8aa177fc9a0fe5da03810d828a83389d36f8c3ecbc0c9,50.20,57.00,deterministic_post,0.00,09_泛健康日更/work/HC20260810-010/production/v01/06_edit/01_rough_cut/HC20260810-010-v01-S10-deterministic-post.mp4,6c87aca7f2dc8e9a2ba267fd92be9bc24b787c6f5d747d71d972ea556bb35cf1,4030d741549903b3dd2b37c2c471b0158001a342aef7af4d65fd26fe76010887,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
