episode_id,shot_id,selected_candidate,candidate_count,independent_candidate_count,rejected_candidates,decision_record,formal_file,width,height,formal_sha256,preview_file,preview_sha256,documentation_status
HC20260810-005,S01,base/HC20260810-005-v01-S01-candidate-A.png,2,2,_rejected/HC20260810-005-v01-S01-candidate-B-rejected.png,2026-08-14逐图复核：入选A的人脸、发型与米色开衫/蓝色上衣符合参考，人物近景凝视纯青绿屏幕，双手完整收在腿上，能读成“卡在屏幕前还没开始”。淘汰B的双手仍靠近键盘/桌面且视线抬向别处，更像准备继续工作，动作焦点更弱。两图均为单人、单屏、单键盘，未见肢体增减、文字、Logo、水印、纸笔本或医疗器械；A的脸与手在9:16安全区。,HC20260810-005-v01-S01-firstframe.png,1080,1920,3d7f949c8f6dd935d001dc3be011b64da797203f64f8acd03cd57e6a64150a93,storyboard_with_copy/HC20260810-005-v01-S01-review.png,c913f406340f4d4fb60b3801d542f4e98fc2fbb160e06b306a429f855c939af7,paths-hashes-and-candidate-visuals-verified
HC20260810-005,S02,base/HC20260810-005-v01-S02-candidate-B.png,2,2,_rejected/HC20260810-005-v01-S02-candidate-A-rejected.png,2026-08-14逐图复核：本镜为俯拍手部动作，人脸一致性不作为主判；入选B完整呈现1台显示器、1个键盘和左右2只手，两手明确离开键盘，桌面简洁，缩小任务块的后续动画空间充足。淘汰A上缘倒向露出人物头部/椅背，两手也更贴近键盘，画面重心与“先把手移开”不如B清楚。两图未见手指增减、文字、Logo、水印、纸笔本或医疗器械，B的物件处于9:16安全区。,HC20260810-005-v01-S02-firstframe.png,1080,1920,03fb5eb2ad52001e9bbe4f0c675bc9011a063522f3c3f69e78f4ff2d67071739,storyboard_with_copy/HC20260810-005-v01-S02-review.png,9ed9d442abffabb317549bb5447eeaaeab2082f1e7164dff5a9e830608cc8ee5,paths-hashes-and-candidate-visuals-verified
HC20260810-005,S03,base/HC20260810-005-v01-S03-base.png,2,2,_rejected/HC20260810-005-v01-S03-candidate-B-rejected-action-clarity.png,rejected reason(s) recorded in filenames: action-clarity,HC20260810-005-v01-S03-firstframe.png,1080,1920,84ee0f278cccf95a7107f377b4570a93b17a3122e0af18f36339d235099d3dc0,storyboard_with_copy/HC20260810-005-v01-S03-review.png,680c4211913027e59bc1352261f54fe01a27d1f9be15256598295afabc5a9a40,paths-and-hashes-verified; historical-reason-not-asserted
HC20260810-005,S04,base/HC20260810-005-v01-S04-candidate-B-selected.png,2,2,_rejected/HC20260810-005-v01-S04-candidate-A-rejected-person-silhouette.png,rejected reason(s) recorded in filenames: person-silhouette,HC20260810-005-v01-S04-firstframe.png,1080,1920,fb72921c5eea6358eef40cf5c804dbb71ccce56c5fcbf889edbd7313115c57e0,storyboard_with_copy/HC20260810-005-v01-S04-review.png,c347adff814e3688539c65a272f55825ee56451b0e67e7c40e267259c1a6100b,paths-and-hashes-verified; historical-reason-not-asserted
HC20260810-005,S05,base/HC20260810-005-v01-S05-candidate-A.png,2,2,_rejected/HC20260810-005-v01-S05-candidate-B-rejected.png,2026-08-14逐图复核：入选A为越肩视角，1部纯青绿屏手机完整露出四角，外框目测约1:2.1，指尖落在下部且中央约70%保留给后续计时动画；手指数量与握持自然。淘汰B手机明显偏短宽，外框目测约1:1.6–1.8，不满足1:2.0–2.2。两图人物衣袖色调与参考一致，未见文字、Logo、水印、纸笔本或医疗器械；A的手机与手均在9:16安全区。,HC20260810-005-v01-S05-firstframe.png,1080,1920,860a17d37988a369a3ea14a15ef48741f5f99ff2c2ef7cd89dc6baf9b5a6660b,storyboard_with_copy/HC20260810-005-v01-S05-review.png,aa94ceb1ce25ef8df7ab131202eaafd627000dbced5be79e8a7f4b31f2f06d53,paths-hashes-and-candidate-visuals-verified
HC20260810-005,S06,base/HC20260810-005-v01-S06-candidate-A.png,2,2,_rejected/HC20260810-005-v01-S06-candidate-B-rejected.png,2026-08-14逐图复核：入选A的人物脸发服装符合参考，身体朝窗迈步，前后脚分开、双腿双脚和双手完整，能读成“起身走两步到窗边”。淘汰B只是直立在窗前，脚步与位移过渡不明显，更像已站定。两图均为单人，无多余手脚、文字、Logo、水印、纸笔本或医疗器械；A的全身与窗户留在9:16安全区。,HC20260810-005-v01-S06-firstframe.png,1080,1920,fb03a5f41501a74ba483a4fcef03f51e18f46dd615fc605e4bd03dcf37838af7,storyboard_with_copy/HC20260810-005-v01-S06-review.png,a60f5bb890ffa400cfc11464303666664cee89504649727f07319169b89eb918,paths-hashes-and-candidate-visuals-verified
HC20260810-005,S07,base/HC20260810-005-v01-S07-candidate-A.png,2,2,_rejected/HC20260810-005-v01-S07-candidate-B-rejected.png,historical qualitative selection/rejection reason not recorded in existing artifacts; no reason inferred during closeout,HC20260810-005-v01-S07-firstframe.png,1080,1920,5349c0e0599b1c7d25847fb4c1951bbcdd7602cce3d466e03b3518b532cb5397,storyboard_with_copy/HC20260810-005-v01-S07-review.png,eac5d44d24ef2ceda90ba491d04445d82ebfa79bf0713a4ed3ed870e42fd1852,paths-and-hashes-verified; historical-reason-not-asserted
HC20260810-005,S08,base/HC20260810-005-v01-S08-base-v2.png,3,2,_rejected/HC20260810-005-v01-S08-stairlike-base-rejected.png|_rejected/HC20260810-005-v01-S08-stairlike-board-rejected.png,historical qualitative selection/rejection reason not recorded in existing artifacts; no reason inferred during closeout,HC20260810-005-v01-S08-firstframe.png,1080,1920,b814961c498764a3f97e78195e802cd56c7527b3646e742ea6fc8b72886636a9,storyboard_with_copy/HC20260810-005-v01-S08-review.png,b24a31cd053e3ea9d5012b388905e74add99401806a3b43a4cc6d5152c7f61d7,paths-and-hashes-verified; historical-reason-not-asserted
HC20260810-005,S09,base/HC20260810-005-v01-S09-candidate-A.png,2,2,_rejected/HC20260810-005-v01-S09-candidate-B-rejected.png,2026-08-14逐图复核：无人静物镜头，人物一致性和手部不适用；入选A仅有1把车钥匙静置在普通办公桌上，钥匙尺寸大、轮廓清楚且钥匙扣无生成文字，满足“只看见一把钥匙停着”。淘汰B的钥匙更小，钥匙扣上出现3个疑似生成按钮/伪图标，增加误读与禁项风险。两图没有纸笔本或医疗器械；A的单一物件位于9:16安全区并保留字幕空间。,HC20260810-005-v01-S09-firstframe.png,1080,1920,7352ac291770cdf923c8562ef3ad5cf5375263f2ac2dc85239c3795f95b7e584,storyboard_with_copy/HC20260810-005-v01-S09-review.png,0945974ea90b6fb1e5a8a0c76e1cfa7a238ddfabe52065d1d79e5751e676f885,paths-hashes-and-candidate-visuals-verified
HC20260810-005,S10,base/HC20260810-005-v01-S10-base.png,1,1,,historical qualitative selection/rejection reason not recorded in existing artifacts; no reason inferred during closeout,HC20260810-005-v01-S10-firstframe.png,1080,1920,fc204e0f197c9ebc70a1f35b69229c906ab2353d48e139f19d69aad730d2d88a,storyboard_with_copy/HC20260810-005-v01-S10-review.png,af378125ce0ec3d7feff60f2fe274ef2973d72fa3276ef730cc575cf48d522f8,paths-and-hashes-verified; historical-reason-not-asserted
