batch_id,content_id,version,shot,source_path,copy_path,bytes,sha256,prompt_path,prompt_sha256,timeline_start,timeline_end,generation_mode,minimum_grok_source_seconds,output_template,storyboard_sha256,episode_qa_sha256,batch_qa_sha256
HB20260810,HC20260810-005,v01,S01,09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S01-firstframe.png,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-005-v01-S01-firstframe.png,2034865,3d7f949c8f6dd935d001dc3be011b64da797203f64f8acd03cd57e6a64150a93,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-005-v01-S01-prompt-zh-en.txt,8469445484b0a540cf136505660ba9640b0ea4c6b37b3437416d03930f83989c,00.00,04.00,grok_manual,4.00,09_泛健康日更/work/HC20260810-005/production/v01/05_grok_videos/01_raw/HC20260810-005-v01-S01-takeNN.mp4,c4136163504bd5a3d662ab1ef36e1820f452b5cae978ea440e24090ea17e7378,34e8b3f023914f6859d55e86ad00fec7b424c64d30cd17b8a8f3f66febd00293,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-005,v01,S02,09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S02-firstframe.png,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-005-v01-S02-firstframe.png,1914251,03fb5eb2ad52001e9bbe4f0c675bc9011a063522f3c3f69e78f4ff2d67071739,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-005-v01-S02-prompt-zh-en.txt,dc8d72c8b53484a8c581667e52f93be97e910ed4a1cff3a3867d1d58e24ac8fe,04.00,09.20,grok_manual,5.20,09_泛健康日更/work/HC20260810-005/production/v01/05_grok_videos/01_raw/HC20260810-005-v01-S02-takeNN.mp4,c4136163504bd5a3d662ab1ef36e1820f452b5cae978ea440e24090ea17e7378,34e8b3f023914f6859d55e86ad00fec7b424c64d30cd17b8a8f3f66febd00293,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-005,v01,S03,09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S03-firstframe.png,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-005-v01-S03-firstframe.png,2211777,84ee0f278cccf95a7107f377b4570a93b17a3122e0af18f36339d235099d3dc0,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-005-v01-S03-prompt-zh-en.txt,9e39b24cca01045f458afc64414ceb9c8fb44482248cb4272fea41cedb7993ed,09.20,14.50,grok_manual,5.30,09_泛健康日更/work/HC20260810-005/production/v01/05_grok_videos/01_raw/HC20260810-005-v01-S03-takeNN.mp4,c4136163504bd5a3d662ab1ef36e1820f452b5cae978ea440e24090ea17e7378,34e8b3f023914f6859d55e86ad00fec7b424c64d30cd17b8a8f3f66febd00293,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-005,v01,S04,09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S04-firstframe.png,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-005-v01-S04-firstframe.png,1534559,fb72921c5eea6358eef40cf5c804dbb71ccce56c5fcbf889edbd7313115c57e0,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-005-v01-S04-prompt-zh-en.txt,078374f3537e27d180d8f9b9fea0fcd999a422fa68e3348029c8450b2f41d005,14.50,19.80,deterministic_post,0.00,09_泛健康日更/work/HC20260810-005/production/v01/06_edit/01_rough_cut/HC20260810-005-v01-S04-deterministic-post.mp4,c4136163504bd5a3d662ab1ef36e1820f452b5cae978ea440e24090ea17e7378,34e8b3f023914f6859d55e86ad00fec7b424c64d30cd17b8a8f3f66febd00293,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-005,v01,S05,09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S05-firstframe.png,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-005-v01-S05-firstframe.png,1851800,860a17d37988a369a3ea14a15ef48741f5f99ff2c2ef7cd89dc6baf9b5a6660b,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-005-v01-S05-prompt-zh-en.txt,cb8a38922d42f80cb10a15920d535f3984d66f148af349f7fdc3a65d4ca24b27,19.80,25.20,grok_manual,5.40,09_泛健康日更/work/HC20260810-005/production/v01/05_grok_videos/01_raw/HC20260810-005-v01-S05-takeNN.mp4,c4136163504bd5a3d662ab1ef36e1820f452b5cae978ea440e24090ea17e7378,34e8b3f023914f6859d55e86ad00fec7b424c64d30cd17b8a8f3f66febd00293,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-005,v01,S06,09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S06-firstframe.png,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-005-v01-S06-firstframe.png,1859603,fb03a5f41501a74ba483a4fcef03f51e18f46dd615fc605e4bd03dcf37838af7,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-005-v01-S06-prompt-zh-en.txt,9375107b46eafc987f1e73a2088e872d1ba142097ec114aa0572a695778aba8e,25.20,30.70,grok_manual,5.50,09_泛健康日更/work/HC20260810-005/production/v01/05_grok_videos/01_raw/HC20260810-005-v01-S06-takeNN.mp4,c4136163504bd5a3d662ab1ef36e1820f452b5cae978ea440e24090ea17e7378,34e8b3f023914f6859d55e86ad00fec7b424c64d30cd17b8a8f3f66febd00293,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-005,v01,S07,09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S07-firstframe.png,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-005-v01-S07-firstframe.png,2043120,5349c0e0599b1c7d25847fb4c1951bbcdd7602cce3d466e03b3518b532cb5397,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-005-v01-S07-prompt-zh-en.txt,6e539f0734aebbcae73e5b1a7050e720670276b7113e8325af7a6383252dd070,30.70,36.20,grok_manual,5.50,09_泛健康日更/work/HC20260810-005/production/v01/05_grok_videos/01_raw/HC20260810-005-v01-S07-takeNN.mp4,c4136163504bd5a3d662ab1ef36e1820f452b5cae978ea440e24090ea17e7378,34e8b3f023914f6859d55e86ad00fec7b424c64d30cd17b8a8f3f66febd00293,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-005,v01,S08,09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S08-firstframe.png,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-005-v01-S08-firstframe.png,1112360,b814961c498764a3f97e78195e802cd56c7527b3646e742ea6fc8b72886636a9,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-005-v01-S08-prompt-zh-en.txt,7819c41247563d10452e08ee4600548885d9d12cf0e52d1aa0b3601f7be0d377,36.20,41.80,deterministic_post,0.00,09_泛健康日更/work/HC20260810-005/production/v01/06_edit/01_rough_cut/HC20260810-005-v01-S08-deterministic-post.mp4,c4136163504bd5a3d662ab1ef36e1820f452b5cae978ea440e24090ea17e7378,34e8b3f023914f6859d55e86ad00fec7b424c64d30cd17b8a8f3f66febd00293,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-005,v01,S09,09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S09-firstframe.png,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-005-v01-S09-firstframe.png,1607944,7352ac291770cdf923c8562ef3ad5cf5375263f2ac2dc85239c3795f95b7e584,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-005-v01-S09-prompt-zh-en.txt,b39aaad1b871601b39f66d3118976a342baba7226a52c64d1fdcb0ac7a8dacbe,41.80,48.80,deterministic_post,0.00,09_泛健康日更/work/HC20260810-005/production/v01/06_edit/01_rough_cut/HC20260810-005-v01-S09-deterministic-post.mp4,c4136163504bd5a3d662ab1ef36e1820f452b5cae978ea440e24090ea17e7378,34e8b3f023914f6859d55e86ad00fec7b424c64d30cd17b8a8f3f66febd00293,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-005,v01,S10,09_泛健康日更/work/HC20260810-005/production/v01/03_first_frames/HC20260810-005-v01-S10-firstframe.png,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-005-v01-S10-firstframe.png,1341149,fc204e0f197c9ebc70a1f35b69229c906ab2353d48e139f19d69aad730d2d88a,09_泛健康日更/work/HC20260810-005/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-005-v01-S10-prompt-zh-en.txt,cd8e4daf8bd50ec5911026c1e9154d65914821ea0d7acb96b15405c01c37cabd,48.80,56.00,deterministic_post,0.00,09_泛健康日更/work/HC20260810-005/production/v01/06_edit/01_rough_cut/HC20260810-005-v01-S10-deterministic-post.mp4,c4136163504bd5a3d662ab1ef36e1820f452b5cae978ea440e24090ea17e7378,34e8b3f023914f6859d55e86ad00fec7b424c64d30cd17b8a8f3f66febd00293,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
