episode_id,shot_id,selected_candidate,candidate_count,independent_candidate_count,rejected_candidates,decision_record,formal_file,width,height,formal_sha256,preview_file,preview_sha256,documentation_status
HC20260810-008,S01,base/HC20260810-008-v01-S01-selected-source.png,2,2,_rejected/HC20260810-008-v01-S01-B-rejected.png,2026-08-14逐图复核：入选图人物脸发服装符合参考，1只完整张开的手停在1碗零食上方、另一手留在大腿，五指清楚且没有拿起食物，“伸手后停住”明确。淘汰B的手指更弯且位置更低，容易读成继续抓取。两图均为单人、单零食碗，无手指增减、文字、Logo、水印、纸笔本或医疗器械；入选图手、脸、碗在9:16安全区。,HC20260810-008-v01-S01-firstframe.png,1080,1920,002ab59747f69f72d24e58104048b803e386db6946054d457e62fb8b7a0dde86,storyboard_with_copy/HC20260810-008-v01-S01-storyboard-with-copy.png,05106b3250110c615585e95f7942b28fece8b0fddc2a8ff18110a173c2dfc1ed,paths-hashes-and-candidate-visuals-verified
HC20260810-008,S02,base/HC20260810-008-v01-S02-selected-source.png,1,1,,historical qualitative selection/rejection reason not recorded in existing artifacts; no reason inferred during closeout,HC20260810-008-v01-S02-firstframe.png,1080,1920,84197b437f9336c7063b867f67af04acb7dd1d3fdd6e24452bc87dcf64312cb9,storyboard_with_copy/HC20260810-008-v01-S02-storyboard-with-copy.png,f66db551363b748005c6ffbccd400673cbb43cc36f47e6d68e7f0e9dcd4efacc,paths-and-hashes-verified; historical-reason-not-asserted
HC20260810-008,S03,base/HC20260810-008-v01-S03-selected-source.png,2,2,_rejected/HC20260810-008-v01-S03-B-rejected.png,2026-08-14逐图复核：入选图的人物脸发与米色开衫/蓝色上衣符合参考，正面居中坐在长椅上，左右2只手分别完整平放大腿、双脚着地，静坐感受片刻的动作和缩略图可读性更强。淘汰B为偏侧且人物更小，高光背景分散注意，手部动作不够突出。两图均无多余肢体、文字、Logo、水印、纸笔本或医疗器械；入选图全身位于9:16安全区。,HC20260810-008-v01-S03-firstframe.png,1080,1920,8ecebf818b6d9971d2b59f9fae7b8f43bc09b84d74b2afe0d65fba4715bcf9f3,storyboard_with_copy/HC20260810-008-v01-S03-storyboard-with-copy.png,08485a762d9b65d322c830744d2c1f453e6dd1d978feda57178572337c73c954,paths-hashes-and-candidate-visuals-verified
HC20260810-008,S04,base/HC20260810-008-v01-S04-B-selected-source.png,2,2,_rejected/HC20260810-008-v01-S04-A-rejected-indoor-scene.png,rejected reason(s) recorded in filenames: indoor-scene,HC20260810-008-v01-S04-firstframe.png,1080,1920,6c9b2689e407458d1bc761769a300db31ab55243fd80da2588584aab3420378b,storyboard_with_copy/HC20260810-008-v01-S04-storyboard-with-copy.png,d9aece0ee385d76a409234e3368f46aede4bf7cd38d9971af1e5d3e2c10f28a6,paths-and-hashes-verified; historical-reason-not-asserted
HC20260810-008,S05,base/HC20260810-008-v01-S05-selected-source.png,2,2,_rejected/HC20260810-008-v01-S05-D-rejected-system-consistency.png,rejected reason(s) recorded in filenames: system-consistency,HC20260810-008-v01-S05-firstframe.png,1080,1920,c6034c67f12693a0470b16aa06868e8cfc344df45086021f7854735c22d661e8,storyboard_with_copy/HC20260810-008-v01-S05-storyboard-with-copy.png,49f174f4f18231515fc379b83540735d3bd8c00242c5018e330ad48eb6a2390b,paths-and-hashes-verified; historical-reason-not-asserted
HC20260810-008,S06,base/HC20260810-008-v01-S06-E-phone-audit-selected-source.png,6,5,"_rejected/HC20260810-008-v01-S06-B-rejected.png; _rejected/HC20260810-008-v01-S06-C-phone-audit-rejected-phone-ratio-2.36.png; _rejected/HC20260810-008-v01-S06-D-phone-audit-rejected-phone-ratio-2.23.png; _rejected/HC20260810-008-v01-S06-old-formal-rejected-phone-ratio-2.50.png","Phone-audit E selected after authorized third attempt: over-shoulder community view, solid deep-teal screen, fingertip outside central 70% and visible outer ratio about 2.05; 6 evidence paths represent 5 independently generated sources because old-formal duplicates the prior selected-source bytes",HC20260810-008-v01-S06-firstframe.png,1080,1920,8dcbb571e735c6e6dd6ff38d2841ec7596d836f5f48ad3aebf680a2f78072664,storyboard_with_copy/HC20260810-008-v01-S06-storyboard-with-copy.png,8b76b43f7a14d6d4a562ff44034969dadaf1730954dc731038e32b60e12dfde2,phone-audit-repaired; 5-independent-generated-sources; paths-and-hashes-verified
HC20260810-008,S07,base/HC20260810-008-v01-S07-selected-source.png,2,2,_rejected/HC20260810-008-v01-S07-B-rejected-system-consistency.png,rejected reason(s) recorded in filenames: system-consistency,HC20260810-008-v01-S07-firstframe.png,1080,1920,2f6d97df70fb1d476a3a77cfb3c5099b63df725f740a836752719576e24140cd,storyboard_with_copy/HC20260810-008-v01-S07-storyboard-with-copy.png,02d0553d71f760acd1cb4bd4fff1c68f91201684874f84d06adc71385b952033,paths-and-hashes-verified; historical-reason-not-asserted
HC20260810-008,S08,base/HC20260810-008-v01-S08-selected-source.png,1,1,,historical qualitative selection/rejection reason not recorded in existing artifacts; no reason inferred during closeout,HC20260810-008-v01-S08-firstframe.png,1080,1920,3c98beb544d663af85a44bc401bbb3ff5d564001320032188a17a4b1a7862737,storyboard_with_copy/HC20260810-008-v01-S08-storyboard-with-copy.png,e85923b8badea905b169dd18e76a3eb293608411d737338caac5344c4406262a,paths-and-hashes-verified; historical-reason-not-asserted
HC20260810-008,S09,base/HC20260810-008-v01-S09-selected-source.png,2,2,_rejected/HC20260810-008-v01-S09-A-rejected.png,2026-08-14逐图复核：入选图近景呈现人物手中的1只普通玻璃杯、后方远置的1只大水壶和前景1碗零食，三者大小与空间关系清楚；露出的脸发服装符合参考，握杯手自然。淘汰A为更远景，杯与零食过小，水壶与桌面关系也较弱，讲解“把大水壶放远、手边只留普通杯”不如入选图直观。两图无文字、Logo、水印、纸笔本或医疗器械；入选图关键物件在9:16安全区。,HC20260810-008-v01-S09-firstframe.png,1080,1920,b56dfa9702d007b1811e1fef74de6c09d6a2236c2ee6eb0b5571a50c13ffee3c,storyboard_with_copy/HC20260810-008-v01-S09-storyboard-with-copy.png,76dee0dfe16ea0af5974864bd7be77b15726ae319157510ee98dd3a8c96e95a1,paths-hashes-and-candidate-visuals-verified
HC20260810-008,S10,base/HC20260810-008-v01-S10-selected-source.png,1,1,,historical qualitative selection/rejection reason not recorded in existing artifacts; no reason inferred during closeout,HC20260810-008-v01-S10-firstframe.png,1080,1920,8073574da8f41c7f56985ef09736c516a4e73841507594fb704317cb021b0320,storyboard_with_copy/HC20260810-008-v01-S10-storyboard-with-copy.png,8c48a350ee1aa53e004dcfb22322394619aed0ffb89f52f6c02da394cc618689,paths-and-hashes-verified; historical-reason-not-asserted
