batch_id,content_id,version,shot,source_path,copy_path,bytes,sha256,prompt_path,prompt_sha256,timeline_start,timeline_end,generation_mode,minimum_grok_source_seconds,output_template,storyboard_sha256,episode_qa_sha256,batch_qa_sha256
HB20260810,HC20260810-004,v01,S01,09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S01-firstframe.png,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-004-v01-S01-firstframe.png,67198,18c8c7da776a75dacc1329f2bd40a489d95ae29ddf480fc51c0f1afe1d8c984f,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-004-v01-S01-prompt-zh-en.txt,f267b151b8ee00e0c4179039d9ec8790839b3d3fc8a6a95164a0158ee6b2d419,00.00,04.00,deterministic_post,0.00,09_泛健康日更/work/HC20260810-004/production/v01/06_edit/01_rough_cut/HC20260810-004-v01-S01-deterministic-post.mp4,5c64f5db3f961b50639b8a8580e3236544f016dd465b906ddb083b9ad0d3f858,54fda25ddce7f0e5589bbdc592c5344568ddf2025cdcf48dc57568e8c89bfa3f,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-004,v01,S02,09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S02-firstframe.png,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-004-v01-S02-firstframe.png,3098797,e9d089b1b5e08b59efeccfae05c3d98f28620d8d01690a9c5216a1614368f45d,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-004-v01-S02-prompt-zh-en.txt,d74650e5c2c3db5c6c3c737caeddb91a3859dff83d32fc1e58b91f369eeff3e1,04.00,09.20,grok_manual,5.20,09_泛健康日更/work/HC20260810-004/production/v01/05_grok_videos/01_raw/HC20260810-004-v01-S02-takeNN.mp4,5c64f5db3f961b50639b8a8580e3236544f016dd465b906ddb083b9ad0d3f858,54fda25ddce7f0e5589bbdc592c5344568ddf2025cdcf48dc57568e8c89bfa3f,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-004,v01,S03,09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S03-firstframe.png,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-004-v01-S03-firstframe.png,2746759,950757e90a34ee63a3377b026dacd0d2d2bc28120f75c4adb0b31cdbc6815cee,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-004-v01-S03-prompt-zh-en.txt,a4813e87bd0840d75b7f021b05490fc9d88f9169c7692064467d4c2f2d548feb,09.20,14.90,grok_manual,5.70,09_泛健康日更/work/HC20260810-004/production/v01/05_grok_videos/01_raw/HC20260810-004-v01-S03A-takeNN.mp4|09_泛健康日更/work/HC20260810-004/production/v01/05_grok_videos/01_raw/HC20260810-004-v01-S03B-takeNN.mp4,5c64f5db3f961b50639b8a8580e3236544f016dd465b906ddb083b9ad0d3f858,54fda25ddce7f0e5589bbdc592c5344568ddf2025cdcf48dc57568e8c89bfa3f,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-004,v01,S04,09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S04-firstframe.png,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-004-v01-S04-firstframe.png,2556618,a4acd32ca95071875366d6ad082221ad41e8f1e949301a4b78b1d7df33034d1b,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-004-v01-S04-prompt-zh-en.txt,699beeb91d641e334678679998da65882e02a7ec3902c20ba24cc73438335611,14.90,20.20,grok_manual,5.30,09_泛健康日更/work/HC20260810-004/production/v01/05_grok_videos/01_raw/HC20260810-004-v01-S04-takeNN.mp4,5c64f5db3f961b50639b8a8580e3236544f016dd465b906ddb083b9ad0d3f858,54fda25ddce7f0e5589bbdc592c5344568ddf2025cdcf48dc57568e8c89bfa3f,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-004,v01,S05,09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S05-firstframe.png,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-004-v01-S05-firstframe.png,2843519,9b6be7190d64657d80b949214bc827c0ad2d39c43286cd2f99be5fabd2a7351e,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-004-v01-S05-prompt-zh-en.txt,6efe108c00d5ae472de62d13627e0adea4e969cc3b3a5059536b5edd64a5c2e3,20.20,25.00,grok_manual,4.80,09_泛健康日更/work/HC20260810-004/production/v01/05_grok_videos/01_raw/HC20260810-004-v01-S05-takeNN.mp4,5c64f5db3f961b50639b8a8580e3236544f016dd465b906ddb083b9ad0d3f858,54fda25ddce7f0e5589bbdc592c5344568ddf2025cdcf48dc57568e8c89bfa3f,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-004,v01,S06,09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S06-firstframe.png,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-004-v01-S06-firstframe.png,2691596,36fd7218d48a35b33f354e7c07c0ec42c3597113ad21cb27aa84006ed3dfaa96,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-004-v01-S06-prompt-zh-en.txt,bc31ab2001f655c2ef4cdcc926da9e3c0ba94e1a68490b05a1f3ca4d6fa620e2,25.00,30.30,grok_manual,5.30,09_泛健康日更/work/HC20260810-004/production/v01/05_grok_videos/01_raw/HC20260810-004-v01-S06-takeNN.mp4,5c64f5db3f961b50639b8a8580e3236544f016dd465b906ddb083b9ad0d3f858,54fda25ddce7f0e5589bbdc592c5344568ddf2025cdcf48dc57568e8c89bfa3f,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-004,v01,S07,09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S07-firstframe.png,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-004-v01-S07-firstframe.png,4285686,86f018f359ac4fb07d47a191a92ed1774f06e6803c34c31b261a0c5768d8958a,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-004-v01-S07-prompt-zh-en.txt,d09dcc4f1519b59f7196e717522630f378e46b9d96a84ee853dd1ba3e47834ca,30.30,35.60,grok_manual,5.30,09_泛健康日更/work/HC20260810-004/production/v01/05_grok_videos/01_raw/HC20260810-004-v01-S07-takeNN.mp4,5c64f5db3f961b50639b8a8580e3236544f016dd465b906ddb083b9ad0d3f858,54fda25ddce7f0e5589bbdc592c5344568ddf2025cdcf48dc57568e8c89bfa3f,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-004,v01,S08,09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S08-firstframe.png,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-004-v01-S08-firstframe.png,50586,62165c540f63c02a5ee6803b0fc08c3be195e274d003dace014cc165969ca24e,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-004-v01-S08-prompt-zh-en.txt,8a302ed62ac6977cffedf495475d440fece585e58f0556b702dca6a496069edb,35.60,41.00,deterministic_post,0.00,09_泛健康日更/work/HC20260810-004/production/v01/06_edit/01_rough_cut/HC20260810-004-v01-S08-deterministic-post.mp4,5c64f5db3f961b50639b8a8580e3236544f016dd465b906ddb083b9ad0d3f858,54fda25ddce7f0e5589bbdc592c5344568ddf2025cdcf48dc57568e8c89bfa3f,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-004,v01,S09,09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S09-firstframe.png,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-004-v01-S09-firstframe.png,2489688,87181d1586621c93b031fe4542c99056a2b6eeee2f8234bfac41498d68765705,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-004-v01-S09-prompt-zh-en.txt,8f150b1bc2c94605db104f73e8be34c42fecb79bb4e1cade869b297fbaf82dc2,41.00,47.20,grok_manual,5.80,09_泛健康日更/work/HC20260810-004/production/v01/05_grok_videos/01_raw/HC20260810-004-v01-S09-takeNN.mp4,5c64f5db3f961b50639b8a8580e3236544f016dd465b906ddb083b9ad0d3f858,54fda25ddce7f0e5589bbdc592c5344568ddf2025cdcf48dc57568e8c89bfa3f,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
HB20260810,HC20260810-004,v01,S10,09_泛健康日更/work/HC20260810-004/production/v01/03_first_frames/HC20260810-004-v01-S10-firstframe.png,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/01_first_frames/HC20260810-004-v01-S10-firstframe.png,30389,6729c508cf00d90ab3434f3770fb18da72160abd5c38941ea0cfdf2883e7b608,09_泛健康日更/work/HC20260810-004/production/v01/04_grok_batch/manual_pack/02_prompts/HC20260810-004-v01-S10-prompt-zh-en.txt,aa41ff16a6a7dce1ca98391a94312d632d83082fecd2d304f019aa5e220487ab,47.20,54.00,deterministic_post,0.00,09_泛健康日更/work/HC20260810-004/production/v01/06_edit/01_rough_cut/HC20260810-004-v01-S10-deterministic-post.mp4,5c64f5db3f961b50639b8a8580e3236544f016dd465b906ddb083b9ad0d3f858,54fda25ddce7f0e5589bbdc592c5344568ddf2025cdcf48dc57568e8c89bfa3f,599af3788947838820f0c1b3f9ea834d7308d7114a7a9330439fe181952934c9
